DBN,DISTRICT,SCHOOL,SCHOOL LEVEL*,2010-2011 OVERALL SCORE,PRINCIPAL,2010-2011 OVERALL GRADE,2010-2011 PROGRESS CATEGORY SCORE,PROGRESS REPORT TYPE,2010-2011 PROGRESS GRADE,2010-2011 PERFORMANCE CATEGORY SCORE,PEER INDEX*,2010-2011 PERFORMANCE GRADE,2010-2011 ENVIRONMENT CATEGORY SCORE,2010-2011 ENVIRONMENT GRADE,2010-2011 ADDITIONAL CREDIT,2009-10 PROGRESS REPORT GRADE
21K238,21,P.S. 238 Anne Sullivan,K-8,41.3,Harla Joy Musoff-Weiss,B ,21.9,EMS,C ,6.3,51.42,C ,11.1,A ,2,B
30Q127,30,P.S. 127 Aerospace Science Magne,K-8,41.3,Evita Sanabria,B ,27.2,EMS,B ,8,60.71,C ,4.6,C ,1.5,B
10X396,10,P.S. 396,Elementary,41.2,Nicole Tine,B ,21.2,EMS,C ,11.2,62.52,B ,8.3,B ,0.5,B
22K206,22,P.S. 206 Joseph F Lamb,K-8,41.2,Deirdre Keyes,C ,19.4,EMS,C ,11.7,27.1,B ,6.6,B ,3.5,A
10X291,10,P.S. 291,Elementary,41.2,Carlos Velez,B ,16,EMS,C ,13.4,67.27,B ,11.8,A ,0,B
07X065,7,P.S. 065 Mother Hale Academy,Elementary,41.2,Jasmine Gonzalez,B ,29.2,EMS,B ,3.2,68.59,D ,5.2,C ,3.5,C
24Q088,24,P.S. 088 Seneca,Elementary,41.2,David Bishop,B ,28.2,EMS,B ,6,42.4,C ,4,C ,3,C
08X036,8,P.S. 036 Unionport,Elementary,41.1,Elvira Maresca,B ,21.1,EMS,C ,10,54.63,C ,8.5,A ,1.5,B
09X055,9,P.S. 055 Benjamin Franklin,Elementary,41,Luis Torres,B ,29.7,EMS,B ,3.3,63.48,D ,4,C ,4,C
03M166,3,P.S. 166 The Richard Rodgers School of The Arts an,Elementary,41,Debbie J. Hand,B ,24,EMS,C ,6.8,25.62,C ,6.7,B ,3.5,D
30Q222,30,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,K-2,41,Yvonne Marrero,B ,13,EC,B ,13.4,53.11,A ,7.6,B ,7,A
09X218,9,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,41,Leticia Rosario,C ,18.3,EMS,C ,11.4,61.21,B ,10.8,A ,0.5,A
16K081,16,P.S. 081 Thaddeus Stevens,Elementary,41,Cheryl Ault- Baker,B ,24.9,EMS,B ,6,64.55,C ,6.1,B ,4,B
30Q111,30,P.S. 111 Jacob Blackwell,K-8,40.9,Randy Seabrook,C ,26.9,EMS,B ,3.7,62.79,D ,7.3,B ,3,C
25Q129,25,P.S. 129 Patricia Larkin,Elementary,40.9,Marilyn Alesi,B ,14.6,EMS,D ,12.3,37.23,B ,10.5,A ,3.5,B
10X246,10,P.S. 246 Poe Center,Elementary,40.8,Beverly Miller,B ,24.5,EMS,B ,6,65.57,C ,7.8,B ,2.5,C
22K315,22,P.S. K315,Elementary,40.8,Judith Ranft,B ,20.4,EMS,C ,9.6,54.15,C ,7.8,B ,3,B
14K157,14,P.S. 157 Benjamin Franklin,Elementary,40.8,Maribel Torres,B ,20.2,EMS,C ,7.1,64.86,C ,12,A ,1.5,B
11X016,11,P.S. 016 Wakefield,Elementary,40.7,Yvonne Williams,B ,30.8,EMS,B ,5.3,56.76,D ,3.1,D ,1.5,C
27Q056,27,P.S. 056 Harry Eichler,Elementary,40.6,Ann Leiter,B ,23.3,EMS,C ,8,38.48,C ,7.7,B ,1.5,B
22K236,22,P.S. 236 Mill Basin,Elementary,40.5,Mary Theresa Nelson,C ,18.2,EMS,C ,11,25.25,B ,6.3,B ,5,B
15K038,15,P.S. 038 The Pacific,Elementary,40.4,Yolanda Ramirez,C ,24.6,EMS,B ,7.9,52.11,C ,4.9,C ,3,C
75K141,75,P.S. K141,Middle,40.4,Michele Thornton Mannix,C ,28.5,D75,C ,9.5,,C ,2.4,F ,0,B
02M116,2,P.S. 116 Mary Lindley Murray,Elementary,40.3,Jane Hsu,C ,15.3,EMS,D ,13.7,20.92,B ,8.8,A ,2.5,B
32K145,32,P.S. 145 Andrew Jackson,Elementary,40.3,Marilyn Torres,C ,25.6,EMS,B ,6.2,64.2,C ,7.5,B ,1,B
25Q120,25,P.S. 120 Queens,Elementary,40.3,Joan Monroe,C ,25.2,EMS,B ,8.4,31.56,C ,4.2,C ,2.5,A
21K153,21,P.S. 153 Homecrest,Elementary,40.2,Carl Santamaria,C ,24,EMS,C ,9.6,38.15,C ,5.1,C ,1.5,B
10X091,10,P.S. 091 Bronx,Elementary,40.2,Meridith Struhl Nasjlett,C ,30.7,EMS,B ,7,63.55,C ,2.5,F ,0,B
29Q132,29,P.S. 132 Ralph Bunche,Elementary,40.2,Alicia Davis,C ,25.2,EMS,B ,8.3,50.12,C ,6.1,B ,0.5,C
75X188,75,P.S. X188,Middle,40,Shanie Johnson,D ,22.7,D75,D ,9,,C ,6.8,C ,1.5,C
10X033,10,P.S. 033 Timothy Dwight,Elementary,40,Lynette Santos,C ,23.7,EMS,C ,5.9,64.27,C ,7.9,B ,2.5,A
31R016,31,P.S. 016 John J. Driscoll,Elementary,39.9,Vincenza Gallassio,C ,30.9,EMS,B ,2.9,61.09,D ,3.6,D ,2.5,C
10X094,10,P.S. 094 Kings College School,Elementary,39.9,Diane Daprocida,C ,27.4,EMS,B ,5.2,59.42,D ,4.8,C ,2.5,C
10X226,10,P.S. 226,Elementary,39.9,Gloria Darden,C ,25.3,EMS,B ,5,67.99,D ,8.1,B ,1.5,D
31R022,31,P.S. 022 Graniteville,Elementary,39.8,Melissa Lamb Donath,C ,26.2,EMS,B ,9.5,50.31,C ,4,C ,0,B
01M034,1,P.S. 034 Franklin D. Roosevelt,K-8,39.8,Joyce Stallings Harte,C ,18.5,EMS,C ,11.3,67.97,B ,7.5,B ,2.5,B
19K345,19,P.S. 345 Patrolman Robert Bolden,Elementary,39.8,Wanda Holt,C ,28.2,EMS,B ,5.6,61.22,D ,4.5,C ,1.5,B
20K185,20,P.S. 185 Walter Kassenbrock,Elementary,39.8,Kenneth Llinas,C ,21.6,EMS,C ,9,21.54,C ,8.2,B ,1,C
25Q032,25,P.S. 032 State Street,Elementary,39.7,Debra Errico,C ,15.5,EMS,C ,10.1,23.88,B ,11.1,A ,3,A
12X195,12,P.S. 195,Elementary,39.7,Andrew Kavanagh,C ,26.3,EMS,B ,5.4,61.45,D ,4.5,C ,3.5,C
08X071,8,P.S. 071 Rose E. Scala,K-8,39.6,Lance Cooper,C ,23,EMS,C ,9,42.11,C ,4.6,C ,3,C
06M005,6,P.S. 005 Ellen Lurie,Elementary,39.5,Wanda Soto,C ,24.4,EMS,B ,6.5,65.62,C ,7.1,B ,1.5,B
27Q123,27,P.S. 123,Elementary,39.4,Cynthia Sumay-Eaton,C ,25.9,EMS,B ,6.6,55.57,C ,5.4,C ,1.5,B
13K270,13,P.S. 270 Johann DeKalb,Elementary,39.4,Mitra Lutchman,C ,15,EMS,D ,16.9,61.35,A ,7,B ,0.5,A
31R039,31,P.S. 39 Francis J. Murphy Jr.,Elementary,39.3,Tracey Wright,C ,19.4,EMS,C ,9.5,31.04,C ,7.4,B ,3,C
29Q134,29,P.S. 134 Hollis,Elementary,39.3,Cheryl Marmon-Halm,C ,25.9,EMS,B ,4.7,60.59,D ,7.7,B ,1,B
05M129,5,P.S. 129 John H. Finley,K-8,39.2,Odelphia Pierre,C ,22.8,EMS,C ,6.3,60.9,C ,7.6,B ,2.5,B
23K327,23,P.S. 327 Dr. Rose B. English,K-8,39.1,Stephen Appea,C ,23.2,EMS,C ,6.8,58.7,C ,4.6,C ,4.5,C
08X138,8,P.S. 138 Samuel Randall,Elementary,38.9,Lorraine Carrol-Dawkins,C ,22.4,EMS,C ,8.6,59.86,C ,7.4,B ,0.5,C
31R021,31,P.S. 21 Margaret Emery-Elm Park,Elementary,38.9,Gina Moreno,C ,22.2,EMS,C ,6.8,55.7,C ,9.9,A ,0,A
14K017,14,P.S. 017 Henry D. Woodworth,Elementary,38.8,Dr. Robert Marchi,C ,21.1,EMS,C ,9.6,61.2,C ,4.6,C ,3.5,A
17K289,17,P.S. 289 George V. Brower,Elementary,38.7,Mr. Dennis O. Jeffers,C ,25,EMS,B ,7.7,59.1,C ,5,C ,1,B
11X108,11,P.S. 108 Philip J. Abinanti,Elementary,38.6,Charles Sperrazza,C ,22.9,EMS,C ,8.3,35.15,C ,3.9,C ,3.5,C
31R044,31,P.S. 044 Thomas C. Brown,Elementary,38.4,Joseph Miller,C ,24.6,EMS,B ,3.9,62.54,D ,5.4,C ,4.5,C
22K193,22,P.S. 193 Gil Hodges,Elementary,38.3,Frank A. Cimino,C ,18.5,EMS,C ,11.4,44.79,B ,7.9,B ,0.5,B
24Q071,24,P.S. 071 Forest,Elementary,38.2,Walkydia Olivella,C ,26.8,EMS,B ,5.8,39.76,C ,3.1,D ,2.5,C
09X088,9,P.S. X088 - S. Silverstein Little Sparrow School,K-3,38.2,Melinda Hyer,B ,12.7,EC,B ,13.2,64.27,A ,8.3,B ,4,B
10X095,10,P.S. 095 Sheila Mencher,K-8,38.2,Serge Marshall Davis,C ,24,EMS,C ,7.7,54.73,C ,1.5,F ,5,B
27Q105,27,P.S. 105 The Bay School,K-8,38.2,Laurie Shapiro,C ,25.6,EMS,B ,3.8,57.74,D ,6.8,B ,2,C
07X031,7,P.S./M.S. 031 The William Lloyd Garrison,K-8,38.1,Liza Diaz,C ,23,EMS,C ,7.3,63.77,C ,7.2,B ,0.5,C
01M110,1,P.S. 110 Florence Nightingale,Elementary,38.1,Karen Feuer,C ,22.1,EMS,C ,10.9,40.85,B ,4.1,C ,1,D
19K149,19,P.S. 149 Danny Kaye,Elementary,38,Enid Silvera,C ,22.7,EMS,C ,8.6,62.83,C ,5.2,C ,1.5,C
22K052,22,P.S. 052 Sheepshead Bay,Elementary,38,Ilene Altschul,C ,20.2,EMS,C ,7.1,36.98,C ,7.7,B ,3,B
09X063,9,P.S. 063 Author's Academy,Elementary,37.9,Reinaldo Diaz-Lens,C ,11.7,EMS,D ,15.9,67.32,A ,7.3,B ,3,B
12X057,12,P.S. 057 Crescent,Elementary,37.9,Edsel Philip,C ,20.1,EMS,C ,10.3,62.98,B ,5,C ,2.5,B
30Q085,30,P.S. 085 Judge Charles Vallone,Elementary,37.9,Ann Gordon-Chang,C ,19.3,EMS,C ,10.6,36,B ,8,B ,0,C
10X209,10,P.S. 209,K-2,37.9,Anne Keegan,B ,10.4,EC,B ,10.1,66.93,B ,14.3,A ,3,A
22K312,22,P.S. 312 Bergen Beach,Elementary,37.8,Linda Beal Benigno,C ,13.5,EMS,D ,12,30.79,B ,9.3,A ,3,C
10X020,10,P.S. 20 P.O.George J. Werdan III,K-8,37.5,Carol Carlsen,C ,21.2,EMS,C ,9.4,59.31,C ,6.4,B ,0.5,B
16K243,16,P.S. 243K- The Weeksville School,Elementary,37.5,Karen Hambright-Glove,C ,23.9,EMS,C ,5.5,64.92,D ,7.1,B ,1,C
27Q207,27,P.S. 207 Rockwood Park,K-8,37.5,Linda Spadaro,C ,18.3,EMS,C ,9.8,20.76,C ,6.9,B ,2.5,A
13K305,13,P.S. 305 Dr. Peter Ray,Elementary,37.4,Dr. Julia Mortley,C ,26.5,EMS,B ,4.9,58.19,D ,3.4,D ,2.5,C
09X132,9,P.S. 132 Garret A. Morgan,Elementary,37.4,Anissa Chalmers,C ,27.8,EMS,B ,2.9,67.08,D ,4.2,C ,2.5,B
19K346,19,P.S. 346 Abe Stark,Elementary,37.2,Kevin Caifa,C ,24.5,EMS,B ,6.5,52.72,C ,3.2,D ,3,C
27Q043,27,P.S. 043,K-8,37.1,Gary Fairweather,C ,23.9,EMS,C ,6.8,58.55,C ,4.4,C ,2,C
14K059,14,P.S. 059 William Floyd,Elementary,37.1,Dawn Best,C ,28.3,EMS,B ,1.9,61.85,D ,5.4,C ,1.5,C
30Q112,30,P.S. 112 Dutch Kills,Elementary,37,Rafael Campos-Gatjens,C ,22,EMS,C ,4.7,54.42,D ,6.3,B ,4,B
31R065,31,P.S. 65 The Academy of Innovative Learning,K-3,36.9,Sophie Scamardella,B ,9.2,EC,C ,15.3,43.37,A ,12.4,A ,0,
24Q091,24,P.S. 091 Richard Arkwright,Elementary,36.9,Victoria Catalano,C ,23.3,EMS,C ,7.3,42.19,C ,4.8,C ,1.5,B
09X004,9,P.S./M.S. 004 Crotona Park West,K-8,36.8,Vincent Resto,C ,22.5,EMS,C ,7.1,65.53,C ,6.7,B ,0.5,B
12X050,12,P.S. 050 Clara Barton,Elementary,36.4,Lori Ferguson,C ,26.8,EMS,B ,3.6,67.37,D ,2.5,F ,3.5,D
24Q143,24,P.S. 143 Louis Armstrong,Elementary,36.3,Sheila Gorski,C ,14.2,EMS,D ,10.4,62.53,B ,9.2,A ,2.5,C
03M145,3,"P.S. 145, The Bloomingdale School",Elementary,36.3,Ivelisse Alvarez,C ,24.6,EMS,B ,5.5,60.76,D ,5.2,C ,1,B
31R011,31,P.S. 11 Thomas Dongan School,Elementary,36.3,Erica Mattera,C ,23.9,EMS,C ,2.6,42.18,D ,7.3,B ,2.5,B
75M811,75,P.S. M811 - Mickey Mantle School,Elementary,36.3,Barry Daub,C ,15.3,D75,D ,10.1,,C ,9.4,D ,1.5,F
08X140,8,P.S. X140 The Eagle School,Elementary,36.2,Paul Cannon,C ,23.9,EMS,C ,6.1,61.83,C ,5.2,C ,1,C
31R035,31,P.S. 35 The Clove Valley School,Elementary,36.2,Melissa Garofalo,C ,17.8,EMS,C ,9.7,25.22,C ,6.7,B ,2,C
21K100,21,P.S. 100 The Coney Island School,Elementary,36.2,Katherine A. Moloney,C ,18,EMS,C ,9.8,22.78,C ,5.3,C ,3,B
17K092,17,P.S. 092 Adrian Hegeman,Elementary,36.1,Ms. Diana Rahmaan,C ,19.5,EMS,C ,7.6,61.7,C ,8.5,A ,0.5,C
10X081,10,P.S. 081 Robert J. Christen,Elementary,36,Melodie Mashel,C ,17.1,EMS,C ,8.5,34.92,C ,7.9,B ,2.5,C
11X089,11,P.S. 089 Bronx,K-8,35.9,Ralph Martinez,C ,25.9,EMS,B ,5,53.7,D ,2.5,D ,2.5,C
30Q234,30,P.S. 234,Elementary,35.9,Thea Pallos,C ,13.4,EMS,D ,11.1,43.12,B ,10.3,A ,1,A
13K054,13,P.S. 054 Samuel C. Barnes,Elementary,35.9,Lorna Khan,C ,23.5,EMS,C ,4.9,64.58,D ,6,B ,1.5,C
15K230,15,P.S. 230 Doris L. Cohen,Elementary,35.8,Sharon Fiden,C ,18.6,EMS,C ,6.5,37.87,C ,9.7,A ,1,C
16K025,16,P.S. 025 Eubie Blake School,Elementary,35.8,Anita Coley,C ,22.6,EMS,C ,7.4,64.01,C ,5.8,C ,0,C
16K309,16,P.S. 309 The George E. Wibecan Preparatory Academy,Elementary,35.7,Emily Zucal,C ,21.6,EMS,C ,4,60.66,D ,8,B ,2,C
22K277,22,P.S. 277 Gerritsen Beach,Elementary,35.6,Jeanne M. Fish,C ,15,EMS,D ,10.6,19.96,B ,8.5,A ,1.5,A
07X157,7,P.S. 157 Grove Hill,Elementary,35.6,Ramona Duran,C ,19.2,EMS,C ,9.4,62.76,C ,4.5,C ,2.5,B
31R005,31,P.S. 005 Huguenot,Elementary,35.5,Lisa Arcuri,C ,13.2,EMS,D ,10.4,11.61,B ,11.8,A ,0,C
31R041,31,P.S. 041 New Dorp,Elementary,35.5,Elise Feldman,C ,16.6,EMS,C ,9.5,31.68,C ,3.4,D ,6,C
31R038,31,P.S. 038 George Cromwell,Elementary,35.4,Everlidys Robles,C ,14.9,EMS,D ,10.3,35.19,B ,6.2,B ,4,B
28Q174,28,P.S. 174 William Sidney Mount,Elementary,35.4,Karin Kelly,C ,19.3,EMS,C ,7.9,23.66,C ,5.2,C ,3,B
22K269,22,P.S. 269 Nostrand,Elementary,35.3,Phyllis Corbin,C ,21.6,EMS,C ,5.3,60.35,D ,7.9,B ,0.5,C
10X046,10,P.S. 046 Edgar Allan Poe,Elementary,35.1,Jennifer Alexander-Ade,C ,23.9,EMS,C ,5.3,64.55,D ,4.9,C ,1,C
08X130,8,P.S. 130 Abram Stevens Hewitt,Elementary,35,Lourdes Velazquez,C ,21.2,EMS,C ,4,65.11,D ,7.3,B ,2.5,C
10X009,10,P.S. 9 Ryer Avenue Elementary School,Elementary,35,Jacqueline Bailey,C ,20.3,EMS,C ,7,64.76,C ,5.6,C ,2,C
11X160,11,P.S. 160 Walt Disney,Elementary,35,Lori Baker,C ,24.8,EMS,B ,6.4,52.49,C ,3.8,C ,0,C
24Q239,24,P.S. 239,Elementary,34.9,Robin Connolly,C ,18.7,EMS,C ,7,58.32,C ,8.2,B ,1,B
05M036,5,P.S. 036 Margaret Douglas,Elementary,34.8,Cynthia Mullins-Simmons,C ,22.9,EMS,C ,5.1,59.37,D ,4.7,C ,2,B
31R055,31,P.S. 055 Henry M. Boehm,Elementary,34.8,Sharon Fishman,C ,18.7,EMS,C ,6.4,13.97,C ,6.2,B ,3.5,C
18K114,18,P.S. 114 Ryder Elementary,Elementary,34.8,Darwin Smith,C ,26,EMS,B ,4.1,53.89,D ,2.7,D ,2,D
03M075,3,P.S. 075 Emily Dickinson,Elementary,34.7,Robert O'Brien,C ,20.9,EMS,C ,7.1,48.36,C ,6.7,B ,0,C
29Q038,29,P.S. 038 Rosedale,Elementary,34.7,Cassandra A. Hundley,C ,14.8,EMS,D ,5.3,59.13,D ,13.1,A ,1.5,B
12X134,12,P.S. 134 George F. Bristow,Elementary,34.6,Kenneth Thomas,C ,21.7,EMS,C ,6.5,62.7,C ,4.8,C ,1.5,B
01M134,1,P.S. 134 Henrietta Szold,Elementary,34.6,Loretta Caputo,C ,24,EMS,C ,5.9,54.33,C ,4.2,C ,0.5,B
06M098,6,P.S. 098 Shorac Kappock,Elementary,34.6,Maritza Rodriguez,C ,20.9,EMS,C ,5.7,67.12,D ,6.4,B ,1.5,B
21K216,21,P.S. 216 Arturo Toscanini,Elementary,34.5,Celia Kaplinsky,C ,17,EMS,C ,9.3,33.12,C ,7.7,B ,0.5,B
04M007,4,P.S. 007 Samuel Stern,K-8,34.4,Racquel Jones,C ,20.8,EMS,C ,7,58.36,C ,5.1,C ,1.5,A
12X044,12,P.S. 044 David C. Farragut,Elementary,34.4,Donna Ferguson,C ,16.9,EMS,C ,8.7,66.62,C ,6.3,B ,2.5,B
17K316,17,P.S. 316 Elijah Stroud,Elementary,34.3,Elif Gure,C ,18.2,EMS,C ,8.3,59.64,C ,6.3,B ,1.5,A
13K009,13,P.S. 009 Teunis G. Bergen,Elementary,34.2,Sandra D'Avilar,C ,19.3,EMS,C ,7.6,47.93,C ,6.8,B ,0.5,C
31R018,31,P.S. 018 John G. Whittier,Elementary,34,Robert Rodriguez,C ,18.8,EMS,C ,7.5,62,C ,4.7,C ,3,B
29Q118,29,P.S. 118 Lorraine Hansberry,Elementary,33.8,Cynthia Ofori-Feaster,C ,24.7,EMS,B ,3.4,56.4,D ,1.6,F ,4,C
22K194,22,P.S. 194 Raoul Wallenberg,Elementary,33.7,Mary Zissler-Lynch,C ,19,EMS,C ,6.4,56.21,C ,6.8,B ,1.5,C
17K167,17,P.S. 167 The Parkway,Elementary,33.5,Marc Mardy,C ,23.8,EMS,C ,3.7,65.37,D ,3,D ,3,C
13K003,13,P.S. 003 The Bedford Village,Elementary,33.4,Kristina Beecher,C ,20.3,EMS,C ,6.4,53.74,C ,5.6,C ,1,C
13K008,13,P.S. 008 Robert Fulton,Elementary,33.3,Seth Phillips,C ,14.6,EMS,D ,11.5,20.21,B ,5.2,C ,2,C
28Q086,28,P.S. Q086,Elementary,33.2,Karen Zuvic,C ,24.5,EMS,B ,3.8,48.53,D ,4.3,C ,0.5,B
10X360,10,P.S. 360,Elementary,33.1,Nancy Rodriguez-Lewis,C ,19.4,EMS,C ,6.2,62.69,C ,5.5,C ,2,B
13K307,13,P.S. 307 Daniel Hale Williams,Elementary,33,Roberta Davenport,C ,20.2,EMS,C ,5.1,62.68,D ,6.7,B ,1,C
11X105,11,P.S. 105 Sen Abraham Bernstein,Elementary,32.8,Mr. Christopher Eustace,C ,17,EMS,C ,6.9,55.65,C ,6.4,B ,2.5,B
18K279,18,P.S. 279 Herman Schreiber,Elementary,32.8,Lorenzo Chambers,C ,20.2,EMS,C ,8.4,56.24,C ,3.6,D ,0.5,C
17K012,17,P.S. 012,Elementary,32.7,Nyree Dixon,C ,21.2,EMS,C ,4.9,56.34,D ,4,C ,2.5,B
75M094,75,P.S. M094,Elementary,32.6,Ronnie Shuster,D ,10.7,D75,F ,7.6,,F ,11.3,A ,3,C
28Q160,28,P.S. 160 Walter Francis Bishop,Elementary,32.6,Jermaine Garden,C ,22.6,EMS,C ,5.3,58.71,D ,3.7,D ,1,B
19K273,19,P.S. 273 Wortman,Elementary,32.6,Melessa Avery,C ,16.3,EMS,C ,7.2,55.96,C ,9.1,A ,0,C
04M050,4,P.S. 050 Vito Marcantonio,K-8,32.5,Cynthia Rochez,C ,23.9,EMS,C ,4.7,66.27,D ,2.9,D ,1,C
14K110,14,P.S. 110 The Monitor,Elementary,32.4,Anna Cano Amato,C ,15.9,EMS,C ,6.3,34.91,C ,9.2,A ,1,C
02M150,2,P.S. 150,Elementary,32.4,Maggie Siena,C ,10.4,EMS,F ,11.6,15.04,B ,10.4,A ,0,B
75K140,75,P.S. K140,K-8,32.4,Michelle Carpenter,F ,17.9,D75,D ,10.7,,C ,2.3,F ,1.5,D
23K156,23,P.S. 156 Waverly,Elementary,32.3,Beverly Logan,C ,17.7,EMS,C ,4.8,57.53,D ,7.2,B ,2.5,C
31R020,31,P.S. 020 Port Richmond,Elementary,32.2,Marie Munoz,C ,10.7,EMS,F ,8,63.97,C ,11.5,A ,2,C
06M325,6,P.S. 325,Elementary,32.2,Gary H. Cruz,C ,16.9,EMS,C ,6,68.78,C ,9.3,A ,0,C
23K150,23,P.S. 150 Christopher,K-8,32.2,Pamela Bradley Muchere,C ,19.9,EMS,C ,4.7,66.75,D ,5.6,C ,2,C
29Q251,29,P.S. 251 Queens,K-3,32.1,Edna Loncke,B ,10.6,EC,B ,11.7,50.27,A ,6.8,C ,3,C
06M210,6,P.S./I.S. 210 - Twenty-first Century Academy for,K-8,32.1,Evelyn Linares,C ,10.9,EMS,D ,8.8,64.56,C ,11.9,A ,0.5,B
23K137,23,P.S./I.S. 137 Rachel Jean Mitchell,K-8,31.9,Winston Riley,C ,18.8,EMS,C ,5,65.46,D ,7.1,B ,1,D
14K196,14,P.S. 196 Ten Eyck,Elementary,31.8,Janine Colon,C ,2.8,EMS,F ,13.7,64.07,B ,11.3,A ,4,A
09X042,9,P.S. 042 Claremont,Elementary,31.8,Patricia Rigot Kulow,C ,15.3,EMS,D ,7,66.65,C ,6,B ,3.5,A
31R004,31,P.S. 004 Maurice Wollin,Elementary,31.7,Mr. Marc A. Harris,C ,20.8,EMS,C ,3.3,21.79,D ,4.1,C ,3.5,C
03M191,3,P.S. 191 Amsterdam,K-8,31.7,Maria Verdesoto,C ,18.8,EMS,C ,5.8,53.37,D ,3.6,D ,3.5,C
10X340,10,P.S. 340,Elementary,31.7,Nelly Maldonado,C ,13.7,EMS,D ,6.5,61.26,C ,11.5,A ,0,B
10X037,10,P.S. X037 - Multiple Intelligence School,K-8,31.6,Kenneth Petriccione,C ,15.9,EMS,C ,8.4,60.73,C ,5.3,C ,2,B
05M125,5,P.S. 125 Ralph Bunche,Elementary,31.6,Rafaela Espinal Pacheco,C ,23,EMS,C ,3.7,61.11,D ,4.9,C ,0,B
10X159,10,P.S. 159 Luis Munoz Marin Biling,Elementary,31.6,Luis Liz,C ,13.2,EMS,D ,8.9,69.46,C ,9.5,A ,0,B
31R069,31,P.S. 069 Daniel D. Tompkins,Elementary,31.5,Doreen Murphy,C ,15.8,EMS,C ,4.6,25.01,D ,10.1,A ,1,C
05M133,5,P.S. 133 Fred R Moore,Elementary,31.5,Susan M. Vairo,C ,22.4,EMS,C ,4.9,62.31,D ,1.2,F ,3,C
09X070,9,P.S. 070 Max Schoenfeld,Elementary,31.4,Kerry Castellano,C ,21,EMS,C ,3.9,62.72,D ,5.5,C ,1,C
06M152,6,P.S. 152 Dyckman Valley,Elementary,31.3,Julia Pietri,C ,21,EMS,C ,7.3,63.62,C ,3,D ,0,B
11X121,11,P.S. 121 Throop,Elementary,31.2,Rachel Donnelly,C ,13.5,EMS,D ,7.1,50.52,C ,10,A ,0.5,B
32K376,32,P.S. 376,Elementary,31.2,Maria Vera,C ,6.1,EMS,F ,12.1,64.58,B ,12.4,A ,0.5,B
20K160,20,P.S. 160 William T. Sampson,Elementary,31.1,Margaret Russo,C ,16.1,EMS,C ,6.7,39.64,C ,8.3,B ,0,B
08X107,8,P.S. 107,Elementary,30.9,Katherine Hamm,C ,26.5,EMS,B ,0.7,61.3,F ,2.7,D ,1,D
19K013,19,P.S. 013 Roberto Clemente,Elementary,30.8,Barbara Ashby,C ,19,EMS,C ,6.2,61.59,C ,4.6,C ,1,C
27Q096,27,P.S. 096,Elementary,30.7,Joyce Walker,C ,15.5,EMS,C ,7,41.56,C ,7.2,B ,1,B
15K029,15,P.S. 029 John M. Harrigan,Elementary,30.7,Melanie Raneri Woods,C ,7,EMS,F ,13,18.64,B ,9.2,A ,1.5,A
32K274,32,P.S. 274 Kosciusko,Elementary,30.7,Maritza Ollivierra-Jones,C ,15.5,EMS,C ,6.6,63.71,C ,7.6,B ,1,A
16K005,16,P.S. 005 Dr. Ronald Mcnair,Elementary,30.7,Lena Gates,C ,16.5,EMS,C ,6.7,59.52,C ,3.5,D ,4,B
14K016,14,P.S. 016 Leonard Dunkly,Elementary,30.6,Mary Renny,C ,17.4,EMS,C ,5.8,61.45,C ,7.4,B ,0,C
07X154,7,P.S. 154 Jonathan D. Hyatt,Elementary,30.5,Marsha Elliott,C ,20,EMS,C ,5.4,66.83,D ,3.6,D ,1.5,C
21K095,21,P.S. 095 The Gravesend,K-8,30.5,Janet Ndzibah,C ,19.8,EMS,C ,3.5,38.84,D ,3.2,D ,4,C
20K179,20,P.S. 179 Kensington,Elementary,30.1,Valerie Joseph,C ,19.2,EMS,C ,4.3,44.62,D ,5.6,C ,1,C
12X196,12,P.S. 196,Elementary,30.1,Lizzette Rivera,C ,10.7,EMS,F ,8.5,62.56,C ,8.9,A ,2,B
02M003,2,P.S. 003 Charrette School,Elementary,30,Lisa Siegman,C ,5.7,EMS,F ,10.4,18.3,B ,8.9,A ,5,B
28Q054,28,P.S. 054 Hillside,Elementary,30,Anita Prashad,C ,19.5,EMS,C ,3.8,45.54,D ,5.2,C ,1.5,C
28Q140,28,P.S. 140 Edward K Ellington,Elementary,30,David Norment,C ,17,EMS,C ,6.4,58.97,C ,4.6,C ,2,C
10X023,10,P.S. 023 The New Children's School,K-2,29.9,Shirley Torres,B ,10.5,EC,B ,6.7,69.16,C ,7.6,B ,5,C
14K018,14,P.S. 018 Edward Bush,Elementary,29.9,Karen Ford,C ,13.2,EMS,D ,9,61.57,C ,7.7,B ,0,B
09X170,9,P.S. 170,K-2,29.9,Nancy Ramos,B ,7.7,EC,C ,9,61.09,B ,13.1,A ,0,B
19K174,19,P.S. 174 Dumont,K-8,29.8,Ingrid Mason,C ,19.5,EMS,C ,3.9,59.09,D ,3.9,C ,2.5,C
19K224,19,P.S. 224 Hale A. Woodruff,Elementary,29.8,George Andrews,C ,17.8,EMS,C ,5.1,59.58,D ,4.9,C ,2,B
27Q197,27,P.S. 197 The Ocean School,Elementary,29.7,Jean Mckeon,C ,17.7,EMS,C ,5.6,65.57,D ,4.4,C ,2,A
